Id,Text,Tags,Label,LabelNum
50063613,"What is the purpose of the add_loss function in Keras?. Currently I stumbled across variational autoencoders and tried to make them work on MNIST using keras. I found a tutorial on github. My question concerns the following lines of code: # Build model vae = Model(x, x_decoded_mean) # Calculate custom loss xent_loss = original_dim * metrics.binary_crossentropy(x, x_decoded_mean) kl_loss = - 0.5 * K.sum(1 + z_log_var - K.square(z_mean) - K.exp(z_log_var), axis=-1) vae_loss = K.mean(xent_loss + kl_loss) # Compile vae.add_loss(vae_loss) vae.compile(optimizer='rmsprop') Why is add_loss used instead of specifying it as compile option? Something like vae.compile(optimizer='rmsprop', loss=vae_loss) does not seem to work and throws the following error: ValueError: The model cannot be compiled because it has no loss to optimize. What is the difference between this function and a custom loss function, that I can add as an argument for Model.fit()? Thanks in advance! P.S.: I know there are several issues concerning this on github, but most of them were open and uncommented. If this has been resolved already, please share the link! Edit 1 I removed the line which adds the loss to the model and used the loss argument of the compile function. It looks like this now: # Build model vae = Model(x, x_decoded_mean) # Calculate custom loss xent_loss = original_dim * metrics.binary_crossentropy(x, x_decoded_mean) kl_loss = - 0.5 * K.sum(1 + z_log_var - K.square(z_mean) - K.exp(z_log_var), axis=-1) vae_loss = K.mean(xent_loss + kl_loss) # Compile vae.compile(optimizer='rmsprop', loss=vae_loss) This throws an TypeError: TypeError: Using a 'tf.Tensor' as a Python 'bool' is not allowed. Use 'if t is not None:' instead of 'if t:' to test if a tensor is defined, and use TensorFlow ops such as tf.cond to execute subgraphs conditioned on the value of a tensor. Edit 2 Thanks to @MarioZ's efforts, I was able to figure out a workaround for this. # Build model vae = Model(x, x_decoded_mean) # Calculate custom loss in separate function def vae_loss(x, x_decoded_mean): xent_loss = original_dim * metrics.binary_crossentropy(x, x_decoded_mean) kl_loss = - 0.5 * K.sum(1 + z_log_var - K.square(z_mean) - K.exp(z_log_var), axis=-1) vae_loss = K.mean(xent_loss + kl_loss) return vae_loss # Compile vae.compile(optimizer='rmsprop', loss=vae_loss) ... vae.fit(x_train, x_train, # <-- did not need this previously shuffle=True, epochs=epochs, batch_size=batch_size, validation_data=(x_test, x_test)) # <-- worked with (x_test, None) before For some strange reason, I had to explicitly specify y and y_test while fitting the model. Originally, I didn't need to do this. The produced samples seem reasonable to me. Although I could resolve this, I still don't know what the differences and disadvantages of these two methods are (other than needing a different syntax). Can someone give me more insight?",|neural-network|keras|autoencoder|,training,2
50079585,"CNN with keras, accuracy not improving. I have started with Machine Learning recently, I am learning CNN, I planned to write an application for Car Damage severity detection, with the help of this Keras blog and this github repo. This is how car data-set looks like: F:\WORKSPACE\ML\CAR_DAMAGE_DETECTOR\DATASET\DATA3A ├───training (979 Images for all 3 categories of training set) │ ├───01-minor │ ├───02-moderate │ └───03-severe └───validation (171 Images for all 3 categories of validation set) ├───01-minor ├───02-moderate └───03-severe Following code gives me only 32% of accuracy. from keras.preprocessing.image import ImageDataGenerator from keras.models import Sequential from keras.layers import Conv2D, MaxPooling2D from keras.layers import Activation, Dropout, Flatten, Dense from keras import backend as K # dimensions of our images. img_width, img_height = 150, 150 train_data_dir = 'dataset/data3a/training' validation_data_dir = 'dataset/data3a/validation' nb_train_samples = 979 nb_validation_samples = 171 epochs = 10 batch_size = 16 if K.image_data_format() == 'channels_first': input_shape = (3, img_width, img_height) else: input_shape = (img_width, img_height, 3) model = Sequential() model.add(Conv2D(32, (3, 3), input_shape=input_shape)) model.add(Activation('relu')) model.add(MaxPooling2D(pool_size=(2, 2))) model.add(Conv2D(32, (3, 3))) model.add(Activation('relu')) model.add(MaxPooling2D(pool_size=(2, 2))) model.add(Conv2D(64, (3, 3))) model.add(Activation('relu')) model.add(MaxPooling2D(pool_size=(2, 2))) model.add(Flatten()) model.add(Dense(64)) model.add(Activation('relu')) model.add(Dropout(0.5)) model.add(Dense(1)) model.add(Activation('sigmoid')) model.compile(loss='binary_crossentropy', optimizer='rmsprop', metrics=['accuracy']) # this is the augmentation configuration we will use for training train_datagen = ImageDataGenerator( rescale=1. / 255, shear_range=0.2, zoom_range=0.2, horizontal_flip=True) # this is the augmentation configuration we will use for testing: # only rescaling test_datagen = ImageDataGenerator(rescale=1. / 255) train_generator = train_datagen.flow_from_directory( train_data_dir, target_size=(img_width, img_height), batch_size=batch_size, class_mode='binary') validation_generator = test_datagen.flow_from_directory( validation_data_dir, target_size=(img_width, img_height), batch_size=batch_size, class_mode='binary') model.fit_generator( train_generator, steps_per_epoch=nb_train_samples // batch_size, epochs=epochs, validation_data=validation_generator, validation_steps=nb_validation_samples // batch_size) model.save_weights('first_try.h5') I tried: By increasing the epochs to 10, 20,50. By increasing images in the dataset (all validation images added to training set). By updating the filter size in the Conv2D layer Tried to add couple of Conv2D layer, MaxPooling layers Also tried with different optimizers such as adam, Sgd, etc Also Tried by updating the filter strides to (1,1) and (5,5) instead of (3,3) Also tried by updating the changing image dimensions to (256, 256), (64, 64) from (150, 150) But no luck, every-time I'm getting accuracy up to 32% or less than that but not more. Any idea what I'm missing. As in the github repo we can see, it gives 72% accuracy for the same dataset (Training -979, Validation -171). Why its not working for me. I tried his code from the github link on my machine but it hanged up while training the dataset(I waited for more than 8 hours), so changed the approach, but still no luck so far. Here's the Pastebin containing output of my training epochs.",|python|keras|conv-neural-network|theano|,model,0
50306988,"Neural net fails on toy dataset. I have created the following toy dataset: I am trying to predict the class with a neural net in keras: model = Sequential() model.add(Dense(units=2, activation='sigmoid', input_shape= (nr_feats,))) model.add(Dense(units=nr_classes, activation='softmax')) model.compile(loss='categorical_crossentropy', optimizer='adam', metrics=['accuracy']) With nr_feats and nr_classes set to 2. The neural net can only predict with 50 percent accuracy returning either all 1's or all 2's. Using Logistic Regression results in 100 percent accuracy. I can not find what is going wrong here. I have uploaded a notebook to github if you quickly want to try something. EDIT 1 I drastically increased the number of epochs and accuracy finally starts to improve from 0.5 at epoch 72 and converges to 1.0 at epoch 98. This still seems extremely slow for such a simple dataset. I am aware it is better to use a single output neuron with sigmoid activation but it's more that I want to understand why it does not work with two output neurons and softmax activation. I pre-process my dataframe as follows: from sklearn.preprocessing import LabelEncoder x_train = df_train.iloc[:,0:-1].values y_train = df_train.iloc[:, -1] nr_feats = x_train.shape[1] nr_classes = y_train.nunique() label_enc = LabelEncoder() label_enc.fit(y_train) y_train = keras.utils.to_categorical(label_enc.transform(y_train), nr_classes) Training and evaluation: model.fit(x_train, y_train, epochs=500, batch_size=32, verbose=True) accuracy_score(model.predict_classes(x_train), df_train.iloc[:, -1].values) EDIT 2 After changing the output layer to a single neuron with sigmoid activation and using binary_crossentropy loss as modesitt suggested, accuracy still remains at 0.5 for 200 epochs and converges to 1.0 100 epochs later.",|python|machine-learning|neural-network|keras|classification|,training,2
50426349,"Input 0 is incompatible with layer conv2d_121: expected ndim=4, found ndim=5. I am building a deep colorization model using the CIFAR dataset. I have converted the rgb images into lab for the same. Now for that, the input X_train needs only the grayscale part of lab while the output labels are the coloured part. X_train dimensions = [50000,32,32] and Y_train = [50000,32,32,2]. I am getting this dimensional error for some reason while training the dataset. model = Sequential() model.add(Conv2D(64, (3, 3), activation='relu', padding='same',input_shape = (50000,32,32,1))) model.add(Conv2D(64, (3, 3), activation='relu', padding='same', strides=2)) model.add(Conv2D(128, (3, 3), activation='relu', padding='same')) model.add(Conv2D(512, (3, 3), activation='relu', padding='same')) model.add(Conv2D(256, (3, 3), activation='relu', padding='same')) model.add(Conv2D(128, (3, 3), activation='relu', padding='same')) #model.add(UpSampling2D((2, 2))) model.add(Conv2D(64, (3, 3), activation='relu', padding='same')) #model.add(UpSampling2D((2, 2))) model.add(Conv2D(32, (3, 3), activation='relu', padding='same')) model.add(Conv2D(2, (3, 3), activation='tanh', padding='same')) #model.add(UpSampling2D((2, 2))) model.compile(optimizer='rmsprop', loss='mse') model_info = model.fit(X_train, Y_train, batch_size=128, epochs=200)",|python|machine-learning|keras|deep-learning|conv-neural-network|,tensor,1
50481178,"keras MLP accuracy zero. The following is my MLP model, layers = [10,20,30,40,50] model = keras.models.Sequential() #Stacking Layers model.add(keras.layers.Dense(layers[0], input_dim = input_dim, activation='relu')) #Defining the shape of input for layer in layers[1:]: model.add(keras.layers.Dense(layer, activation='relu')) #Layer activation function # Output layer model.add(keras.layers.Dense(1, activation='sigmoid')) #Pre-training model.compile(loss = 'binary_crossentropy', optimizer = 'adam', metrics = ['accuracy']) #Training model.fit(train_set, test_set, validation_split = 0.10, epochs = 50, batch_size = 10, shuffle = True, verbose = 2) # evaluate the network loss, accuracy = model.evaluate(train_set, test_set) print(""\nLoss: %.2f, Accuracy: %.2f%%"" % (loss, accuracy*100)) #predictions predt = model.predict(final_test) print(predt) The problem is that, accuracy is always 0, error log as shown, Epoch 48/50 - 0s - loss: 1.0578 - acc: 0.0000e+00 - val_loss: 0.4885 - val_acc: 0.0000e+00 Epoch 49/50 - 0s - loss: 1.0578 - acc: 0.0000e+00 - val_loss: 0.4885 - val_acc: 0.0000e+00 Epoch 50/50 - 0s - loss: 1.0578 - acc: 0.0000e+00 - val_loss: 0.4885 - val_acc: 0.0000e+00 2422/2422 [==============================] - 0s 17us/step Loss: 1.00, Accuracy: 0.00% As suggested i've changed my learning signal from -1,1 to 0,1 and yet, the following is the error log Epoch 48/50 - 0s - loss: 8.5879 - acc: 0.4672 - val_loss: 8.2912 - val_acc: 0.4856 Epoch 49/50 - 0s - loss: 8.5879 - acc: 0.4672 - val_loss: 8.2912 - val_acc: 0.4856 Epoch 50/50 - 0s - loss: 8.5879 - acc: 0.4672 - val_loss: 8.2912 - val_acc: 0.4856 2422/2422 [==============================] - 0s 19us/step",|python|machine-learning|neural-network|keras|,training,2
50555434,"Keras model to predict probability distribution. We are trying to build a keras model to predict a vector with probablity rates from a vector of features. The output vector should be of probabilty rates which are between 0 and one and to sum to 1, but some how the output vector consists mostly of zeros and ones, moreover during the time which the model should be training and learn loss and val_loss rates remains the same. Does anyone knows what is the problem with our model? example of input vector: (0,4,1444997,0,622,154536,0,2,11,0,5,11,10,32,4.26E-04,0,5,498,11,1,11,0,172,0,4,1,8,150) example of expected output vector: (0.25,0,0,0.083333333,0.583333333,0.083333333) example of real output vector: (1.000000000000000000e+00,5.556597260531319618e-28,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00) the code: # Create first network with Keras from keras.models import Sequential from keras.layers import Dense from keras.layers.advanced_activations import LeakyReLU from keras import optimizers import numpy X = numpy.loadtxt(""compiledFeatures.csv"", delimiter="","") Y = numpy.loadtxt(""naive_compiledDate.csv"", delimiter="","") # create model model = Sequential() model.add(Dense(20, input_dim=28, init='normal', activation='relu')) model.add(Dense(15, init='normal', activation='relu')) model.add(Dense(6, init='normal', activation='relu')) model.add(Dense(6, init='normal', activation='sigmoid')) # Compile model model.compile(optimizer = ""adam"", loss = 'mae') # Fit the model model.fit(X, Y, epochs=2000, verbose=2, validation_split = 0.15) # calculate predictions predictions = model.predict(X)",|python|keras|,model,0
50724488,"numpy array has different shape when I pass it as input to a keras layer. I have a keras encoder (part of an autoencoder) built this way: input_vec = Input(shape=(200,)) encoded = Dense(20, activation='relu')(input_vec) encoder = Model(input_vec, encoded) I want to generate a dummy input using numpy. >>> np.random.rand(200).shape (200,) But if i try to pass it as input to the encoder I get a ValueError: >>> encoder.predict(np.random.rand(200)) >>> Traceback (most recent call last): File ""<console>"", line 1, in <module> File ""/home/francesco/PycharmProjects/W2VAutoencoded/venv/lib/python3.6/site-packages/keras/engine/training.py"", line 1817, in predict check_batch_axis=False) File ""/home/francesco/PycharmProjects/W2VAutoencoded/venv/lib/python3.6/site-packages/keras/engine/training.py"", line 123, in _standardize_input_data str(data_shape)) ValueError: Error when checking : expected input_1 to have shape (200,) but got array with shape (1,) What am I missing?",|arrays|numpy|keras|valueerror|,tensor,1
50718045,"Resize PyTorch Tensor. I am currently using the tensor.resize() function to resize a tensor to a new shape t = t.resize(1, 2, 3). This gives me a deprecation warning: non-inplace resize is deprecated Hence, I wanted to switch over to the tensor.resize_() function, which seems to be the appropriate in-place replacement. However, this leaves me with an cannot resize variables that require grad error. I can fall back to from torch.autograd._functions import Resize Resize.apply(t, (1, 2, 3)) which is what tensor.resize() does in order to avoid the deprecation warning. This doesn't seem like an appropriate solution but rather a hack to me. How do I correctly make use of tensor.resize_() in this case?",|python|runtime-error|pytorch|tensor|deprecation-warning|,api,4
50776598,"TypeError: softmax() got an unexpected keyword argument 'axis'. When I use this it does not give any error out_layer = tf.add(tf.matmul(layer_4 , weights['out']) , biases['out']) out_layer = tf.nn.softmax(out_layer) But when I use this model=Sequential() model.add(Dense(100, input_dim= n_dim, activation='tanh',kernel_initializer='uniform')) keras.layers.core.Dropout(0.3, noise_shape=None, seed=None) model.add(Dense(50,input_dim=1000,activation='sigmoid')) keras.layers.core.Dropout(0.4, noise_shape=None, seed=None) model.add(Dense(15,input_dim=500,activation='sigmoid')) keras.layers.core.Dropout(0.2, noise_shape=None, seed=None) model.add(Dense(units=n_class)) model.add(Activation('softmax')) I get error as TypeError: softmax() got an unexpected keyword argument 'axis' What should I do? I am using python2 Thanks",|python-2.7|keras|softmax|,api,4
50762466,"Debugging GAN covergence error. Building a GAN to generate images. The images have 3 color channels, 96 x 96. The images that are generated by the generator at the beginning are all black, which is an issue given that is statistically highly unlikely. Also, the loss for both networks is not improving. I have posted the entire code below, and commented to allow it to be easily read. This is my first time building a GAN and I am new to Pytorch so any help is very appreciated! Thanks. import torch from torch.optim import Adam from torch.utils.data import DataLoader from torch.autograd import Variable import numpy as np import os import cv2 from collections import deque # training params batch_size = 100 epochs = 1000 # loss function loss_fx = torch.nn.BCELoss() # processing images X = deque() for img in os.listdir('pokemon_images'): if img.endswith('.png'): pokemon_image = cv2.imread(r'./pokemon_images/{}'.format(img)) if pokemon_image.shape != (96, 96, 3): pass else: X.append(pokemon_image) # data loader for processing in batches data_loader = DataLoader(X, batch_size=batch_size) # covert output vectors to images if flag is true, else input images to vectors def images_to_vectors(data, reverse=False): if reverse: return data.view(data.size(0), 3, 96, 96) else: return data.view(data.size(0), 27648) # Generator model class Generator(torch.nn.Module): def __init__(self): super(Generator, self).__init__() n_features = 1000 n_out = 27648 self.model = torch.nn.Sequential( torch.nn.Linear(n_features, 128), torch.nn.ReLU(), torch.nn.Linear(128, 256), torch.nn.ReLU(), torch.nn.Linear(256, 512), torch.nn.ReLU(), torch.nn.Linear(512, 1024), torch.nn.ReLU(), torch.nn.Linear(1024, n_out), torch.nn.Tanh() ) def forward(self, x): img = self.model(x) return img def noise(self, s): x = Variable(torch.randn(s, 1000)) return x # Discriminator model class Discriminator(torch.nn.Module): def __init__(self): super(Discriminator, self).__init__() n_features = 27648 n_out = 1 self.model = torch.nn.Sequential( torch.nn.Linear(n_features, 512), torch.nn.ReLU(), torch.nn.Linear(512, 256), torch.nn.ReLU(), torch.nn.Linear(256, n_out), torch.nn.Sigmoid() ) def forward(self, img): output = self.model(img) return output # discriminator training def train_discriminator(discriminator, optimizer, real_data, fake_data): N = real_data.size(0) optimizer.zero_grad() # train on real # get prediction pred_real = discriminator(real_data) # calculate loss error_real = loss_fx(pred_real, Variable(torch.ones(N, 1))) # calculate gradients error_real.backward() # train on fake # get prediction pred_fake = discriminator(fake_data) # calculate loss error_fake = loss_fx(pred_fake, Variable(torch.ones(N, 0))) # calculate gradients error_fake.backward() # update weights optimizer.step() return error_real + error_fake, pred_real, pred_fake # generator training def train_generator(generator, optimizer, fake_data): N = fake_data.size(0) # zero gradients optimizer.zero_grad() # get prediction pred = discriminator(generator(fake_data)) # get loss error = loss_fx(pred, Variable(torch.ones(N, 0))) # compute gradients error.backward() # update weights optimizer.step() return error # Instance of generator and discriminator generator = Generator() discriminator = Discriminator() # optimizers g_optimizer = torch.optim.Adam(generator.parameters(), lr=0.001) d_optimizer = torch.optim.Adam(discriminator.parameters(), lr=0.001) # training loop for epoch in range(epochs): for n_batch, batch in enumerate(data_loader, 0): N = batch.size(0) # Train Discriminator # REAL real_images = Variable(images_to_vectors(batch)).float() # FAKE fake_images = generator(generator.noise(N)).detach() # TRAIN d_error, d_pred_real, d_pred_fake = train_discriminator( discriminator, d_optimizer, real_images, fake_images ) # Train Generator # generate noise fake_data = generator.noise(N) # get error based on discriminator g_error = train_generator(generator, g_optimizer, fake_data) # convert generator output to image and preprocess to show test_img = np.array(images_to_vectors(generator(fake_data), reverse=True).detach()) test_img = test_img[0, :, :, :] test_img = test_img[..., ::-1] # show example of generated image cv2.imshow('GENERATED', test_img[0]) if cv2.waitKey(1) & 0xFF == ord('q'): break print('EPOCH: {0}, D error: {1}, G error: {2}'.format(epoch, d_error, g_error)) cv2.destroyAllWindows() # save weights # torch.save('weights.pth')",|neural-network|statistics|deep-learning|pytorch|generative-adversarial-network|,training,2
50801149,"Error: from tensorflow.examples.tutorials.mnist import input_data. My environment is as follows: * Windows 7, 64 bit * Anaconda Navigator 1.8.7 * python 3.6.5 * tensorflow 1.8.0 In python, I type: import tensorflow as tf from tensorflow.examples.tutorials.mnist import input_data i got error as follows: >>> from tensorflow.examples.tutorials.mnist import input_data Traceback (most recent call last): File ""<stdin>"", line 1, in <module> File ""E:\Anaconda3\envs\opencv\lib\site-packages\tensorflow\examples\tutorials\mnist\__init__.py"", line 21, in <module> from tensorflow.examples.tutorials.mnist import input_data File ""E:\Anaconda3\envs\opencv\lib\site-packages\tensorflow\examples\tutorials\mnist\input_data.py"", line 30, in <module> from tensorflow.contrib.learn.python.learn.datasets.mnist import read_data_sets File ""E:\Anaconda3\envs\opencv\lib\site-packages\tensorflow\contrib\__init__.py"", line 34, in <module> from tensorflow.contrib import data File ""E:\Anaconda3\envs\opencv\lib\site-packages\tensorflow\contrib\data\__init__.py"", line 67, in <module> from tensorflow.contrib.data.python.ops.error_ops import ignore_errors File ""E:\Anaconda3\envs\opencv\lib\site-packages\tensorflow\contrib\data\python\ops\error_ops.py"", line 20, in <module> from tensorflow.contrib.data.python.ops import contrib_op_loader # pylint: disable=unused-import File ""E:\Anaconda3\envs\opencv\lib\site-packages\tensorflow\contrib\data\python\ops\contrib_op_loader.py"", line 24, in <module> resource_loader.get_path_to_datafile(""../../_dataset_ops.so"")) File ""E:\Anaconda3\envs\opencv\lib\site-packages\tensorflow\contrib\util\loader.py"", line 56, in load_op_library ret = load_library.load_op_library(path) File ""E:\Anaconda3\envs\opencv\lib\site-packages\tensorflow\python\framework\load_library.py"", line 56, in load_op_library lib_handle = py_tf.TF_LoadLibrary(library_filename) tensorflow.python.framework.errors_impl.NotFoundError: E:\Anaconda3\envs\opencv\lib\site-packages\tensorflow\contrib\data\python\ops\..\..\_dataset_ops.so not found >>> It also pops up a window saying: The procedure entry point ?addcleanup@arenaimpl@internal@protobuf@google@@QEAAXPEAXP6AX0@Z@Z could not be located in the dynamic link library _pywarp_tensorflow_internal.pyd Please help. thank you very much in advance. Warmest Regards, Suryadi",|python|tensorflow|mnist|,api,4
50920908,"Get Confusion Matrix From a Keras Multiclass Model. I am building a multiclass model with Keras. model.compile(optimizer='adam', loss='categorical_crossentropy', metrics=['accuracy']) model.fit(X_train, y_train, batch_size=batch_size, epochs=epochs, verbose=1, callbacks=[checkpoint], validation_data=(X_test, y_test)) # starts training Here is how my test data looks like (it's text data). X_test Out[25]: array([[621, 139, 549, ..., 0, 0, 0], [621, 139, 543, ..., 0, 0, 0]]) y_test Out[26]: array([[0, 0, 1], [0, 1, 0]]) After generating predictions... predictions = model.predict(X_test) predictions Out[27]: array([[ 0.29071924, 0.2483743 , 0.46090645], [ 0.29566404, 0.45295066, 0.25138539]], dtype=float32) I did the following to get the confusion matrix. y_pred = (predictions > 0.5) confusion_matrix(y_test, y_pred) Traceback (most recent call last): File ""<ipython-input-38-430e012b2078>"", line 1, in <module> confusion_matrix(y_test, y_pred) File ""/Users/abrahammathew/anaconda3/lib/python3.6/site-packages/sklearn/metrics/classification.py"", line 252, in confusion_matrix raise ValueError(""%s is not supported"" % y_type) ValueError: multilabel-indicator is not supported However, I am getting the above error. How can I get a confusion matrix when doing a multiclass neural network in Keras?",|python|keras|scikit-learn|multiclass-classification|,api,4
50896412,"Channel wise CrossEntropyLoss for image segmentation in pytorch. I am doing an image segmentation task. There are 7 classes in total so the final outout is a tensor like [batch, 7, height, width] which is a softmax output. Now intuitively I wanted to use CrossEntropy loss but the pytorch implementation doesn't work on channel wise one-hot encoded vector So I was planning to make a function on my own. With a help from some stackoverflow, My code so far looks like this from torch.autograd import Variable import torch import torch.nn.functional as F def cross_entropy2d(input, target, weight=None, size_average=True): # input: (n, c, w, z), target: (n, w, z) n, c, w, z = input.size() # log_p: (n, c, w, z) log_p = F.log_softmax(input, dim=1) # log_p: (n*w*z, c) log_p = log_p.permute(0, 3, 2, 1).contiguous().view(-1, c) # make class dimension last dimension log_p = log_p[ target.view(n, w, z, 1).repeat(0, 0, 0, c) >= 0] # this looks wrong -> Should rather be a one-hot vector log_p = log_p.view(-1, c) # target: (n*w*z,) mask = target >= 0 target = target[mask] loss = F.nll_loss(log_p, target.view(-1), weight=weight, size_average=False) if size_average: loss /= mask.data.sum() return loss images = Variable(torch.randn(5, 3, 4, 4)) labels = Variable(torch.LongTensor(5, 3, 4, 4).random_(3)) cross_entropy2d(images, labels) I get two errors. One is mentioned on the code itself, where it expects one-hot vector. The 2nd one says the following RuntimeError: invalid argument 2: size '[5 x 4 x 4 x 1]' is invalid for input with 3840 elements at ..\src\TH\THStorage.c:41 For example purpose I was trying to make it work on a 3 class problem. So the targets and labels are (excluding the batch parameter for simplification ! ) Target: Channel 1 Channel 2 Channel 3 [[0 1 1 0 ] [0 0 0 1 ] [1 0 0 0 ] [0 0 1 1 ] [0 0 0 0 ] [1 1 0 0 ] [0 0 0 1 ] [0 0 0 0 ] [1 1 1 0 ] [0 0 0 0 ] [0 0 0 1 ] [1 1 1 0 ] Labels: Channel 1 Channel 2 Channel 3 [[0 1 1 0 ] [0 0 0 1 ] [1 0 0 0 ] [0 0 1 1 ] [.2 0 0 0] [.8 1 0 0 ] [0 0 0 1 ] [0 0 0 0 ] [1 1 1 0 ] [0 0 0 0 ] [0 0 0 1 ] [1 1 1 0 ] So how can I fix my code to calculate channel wise CrossEntropy loss ?",|image-segmentation|pytorch|loss-function|cross-entropy|semantic-segmentation|,tensor,1
51032181,"Getting different output in the Pytorch NLP example Part-of-Speech Tagging. I am following the NLP tutorials on Pytorch’s tutorials website. I am getting different output than what it should show, so I just copy pasted the whole code as it is and still the output is different. My code is shared in this gist: Example: An LSTM for Part-of-Speech Tagging For the 1st sentence [‘The’, ‘dog’, ‘ate’, ‘the’, ‘apple’] [‘DET’, ‘NN’, ‘V’, ‘DET’, ‘NN’] the output is coming as below: tensor([[-0.7662, -0.6405, -4.8002], [-2.7163, -0.0698, -6.6515], [-3.1324, -5.7668, -0.0479], [-0.0528, -3.3832, -4.0481], [-2.4527, -0.0931, -5.8702]]) I am getting the sequence: 1 1 2 0 1 rather than 0 1 2 0 1 Can anyone please check this and point out why I am getting different output?",|lstm|pytorch|,training,2
51031519,"can't import keras.layers.Merge. I want to merge two LSTM models in Keras. I have seen many examples of importing Merge as: from keras.layers import Merge When I do this, I get an import error. ImportError: cannot import name 'Merge'. Has there been some refactor and now Merge is elsewhere?",|python|keras|,api,4
51198474,"PyTorch Linear Regression Issue. I am trying to implement a simple linear model in PyTorch that can be given x data and y data, and then trained to recognize the equation y = mx + b. However, whenever I try to test my model after training, it thinks that the equation is y= mx + 2b. I'll show my code, and hopefully someone will be able to spot an issue. Thank you in advance for any help. import torch D_in = 500 D_out = 500 batch=200 model=torch.nn.Sequential( torch.nn.Linear(D_in,D_out), ) Next I create some data and set a rule. Let's do 3x+4. x_data=torch.rand(batch,D_in) y_data=torch.randn(batch,D_out) for i in range(batch): for j in range(D_in): y_data[i][j]=3*x_data[i][j]+5 # model thinks y=mx+c -> y=mx+2c? loss_fn=torch.nn.MSELoss(size_average=False) optimizer=torch.optim.Adam(model.parameters(),lr=0.001) Now to training... for epoch in range(500): y_pred=model(x_data) loss=loss_fn(y_pred,y_data) optimizer.zero_grad() loss.backward() optimizer.step() Then I test my model with a Tensor/matrix of just 1's. test_data=torch.ones(batch,D_in) y_pred=model(test_data) Now, I'd expect to get 3*1 + 4 = 7, but instead, my model thinks it is 11. [[ 10.7286, 11.0499, 10.9448, ..., 11.0812, 10.9387, 10.7516], [ 10.7286, 11.0499, 10.9448, ..., 11.0812, 10.9387, 10.7516], [ 10.7286, 11.0499, 10.9448, ..., 11.0812, 10.9387, 10.7516], ..., [ 10.7286, 11.0499, 10.9448, ..., 11.0812, 10.9387, 10.7516], [ 10.7286, 11.0499, 10.9448, ..., 11.0812, 10.9387, 10.7516], [ 10.7286, 11.0499, 10.9448, ..., 11.0812, 10.9387, 10.7516]]) Similarly, if I change the rule to y=3x+8, my model guesses 19. So, I am not sure what is going on. Why is the constant being added twice? By the way, if I just set the rule to y=3x, my model correctly infers 3, and for y=mx in general my model correctly infers m. For some reason, the constant term is throwing it off. Any help to solve this problem is much appreciated. Thanks!",|python|machine-learning|regression|pytorch|gradient-descent|,training,2
51181393,"Simple Linear Regression using Keras. I have been trying to implement a simple linear regression model using neural networks in Keras in hopes to understand how do we work in Keras library. Unfortunately, I am ending up with a very bad model. Here is the implementation: from pylab import * from keras.models import Sequential from keras.layers import Dense #Generate dummy data data = data = linspace(1,2,100).reshape(-1,1) y = data*5 #Define the model def baseline_model(): model = Sequential() model.add(Dense(1, activation = 'linear', input_dim = 1)) model.compile(optimizer = 'rmsprop', loss = 'mean_squared_error', metrics = ['accuracy']) return model #Use the model regr = baseline_model() regr.fit(data,y,epochs =200,batch_size = 32) plot(data, regr.predict(data), 'b', data,y, 'k.') The generated plot is as follows: Can somebody point out the flaw in the above definition of the model (which could ensure a better fit)?",|python|machine-learning|neural-network|keras|linear-regression|,training,2
51341479,"Keras: functional API what should the Input layer be for the embedding layer?. I am using the Keras functional API to create a neural net that takes a word embedding layer as input for a sentence classification task. But my code breaks right at the beginning of connecting the input and the embedding layers. Following a tutorial at https://medium.com/tensorflow/predicting-the-price-of-wine-with-the-keras-functional-api-and-tensorflow-a95d1c2c1b03, I have code like below: max_seq_length=100 #i.e., sentence has a max of 100 words word_weight_matrix = ... #this has a shape of 9825, 300, i.e., the vocabulary has 9825 words and each is a 300 dimension vector deep_inputs = Input(shape=(max_seq_length,)) embedding = Embedding(9825, 300, input_length=max_seq_length, weights=word_weight_matrix, trainable=False)(deep_inputs) # line A hidden = Dense(targets, activation=""softmax"")(embedding) model = Model(inputs=deep_inputs, outputs=hidden) Then line A causes an error that states below: ValueError: You called `set_weights(weights)` on layer ""embedding_1"" with a weight list of length 9825, but the layer was expecting 1 weights. Provided weights: [[-0.04057981 0.05743935 0.0109863 ..., 0.0072... And I don't really understand what the error means... It seems that the Input layer isn't defined properly... Previously when I use the Sequential model with the embedding layer defined exactly the same, everything works OK. But when I switch to functional API, I have this error. Any help much appreciated, thanks in advance",|python|keras|,tensor,1
